ID,LIMIT_BAL,MARITAL,EDUCATION,SEX,AGE,DELAY1,DELAY2,BILLING1,BILLING2,PAYMENT1,PAYMENT2,TARGET
14357,150000,Single,GradSch,Female,47,0,0,0,0,0,0,1
14358,120000,Single,Univ,Female,52,0,0,4684,18412,18432,1416,1
14359,120000,Single,HighSch,Female,48,0,0,71237,76632,6577,0,1
14360,130000,Single,GradSch,Female,53,2,0,4794,4989,1074,1000,1
14361,90000,Married,GradSch,Female,49,0,0,207,565,565,2009,1
14362,110000,Married,Univ,Female,50,2,2,40511,44019,4200,2000,1
14363,90000,Married,Univ,Female,51,2,2,28485,27204,0,2000,1
14364,130000,Single,Univ,Female,47,1,2,209176,215231,11000,54,1
14365,1.00E+05,Married,Univ,Female,47,0,0,63899,62048,2500,2500,1
14366,110000,Married,HighSch,Female,50,2,0,26155,27196,1482,1731,1
14367,130000,Married,Univ,Female,51,0,0,30788,30395,1759,1762,1
14368,120000,Married,Univ,Female,48,1,2,24540,25330,1500,2000,1
14369,120000,Single,HighSch,Female,46,1,2,13890,15374,2000,1300,1
14370,110000,Single,Univ,Female,46,2,2,14871,17461,2850,0,1
14371,90000,Married,HighSch,Female,54,3,4,98094,101614,6000,1900,1
14372,130000,Single,Univ,Female,52,3,2,20226,18702,0,2346,1
14373,80000,Married,Univ,Female,44,1,2,15803,15252,0,3103,1
14374,80000,Married,GradSch,Female,51,0,0,77480,75329,3000,2500,1
14375,140000,Married,GradSch,Female,52,2,2,50834,52163,2460,0,1
14376,1.00E+05,Single,HighSch,Female,48,1,2,97271,88596,0,4950,1
14377,80000,Married,Univ,Female,50,2,0,63711,64961,2907,3014,1
14378,120000,Married,Univ,Female,47,0,0,7439,8280,1028,3423,1
14379,130000,Married,Univ,Female,46,2,2,70381,68660,0,3126,1
14380,130000,Married,GradSch,Female,48,2,2,26088,27160,1800,0,1
14381,110000,Married,GradSch,Female,54,0,0,14180,10856,3000,2000,1
14382,1.00E+05,Single,GradSch,Female,45,2,2,23741,26021,4000,0,1
14383,1.00E+05,Married,GradSch,Female,49,2,2,59077,55607,0,2700,1
14384,140000,Other,Univ,Female,50,2,2,39193,42816,4600,1000,1
14385,1.00E+05,Married,HighSch,Female,43,3,2,71965,70232,0,3278,1
14386,110000,Single,GradSch,Female,48,1,2,6616,6364,0,1800,1
14387,90000,Married,Univ,Female,55,2,0,2240,3100,1057,1073,1
14388,80000,Married,Univ,Female,48,1,3,36291,35385,0,0,1
14389,1.00E+05,Married,Univ,Female,43,2,0,11436,12439,1500,3000,1
14390,90000,Married,Univ,Female,45,2,0,114273,115302,6000,6000,1
14391,120000,Single,HighSch,Female,48,0,0,0,0,0,0,1
14392,120000,Married,Univ,Female,49,0,0,0,0,0,0,1
14393,90000,Single,Univ,Female,47,2,0,66087,67510,3120,3303,1
14394,130000,Single,HighSch,Female,49,2,2,15979,17414,2000,0,1
14395,120000,Married,HighSch,Female,49,2,2,63422,64785,3000,0,1
14396,80000,Married,HighSch,Female,45,1,2,18514,19913,2000,0,1
14397,110000,Married,Univ,Female,45,0,0,6137,7040,1053,1073,1
14398,170000,Single,GradSch,Female,51,1,2,51979,51016,0,5000,1
14399,110000,Married,GradSch,Female,42,2,2,96093,100094,6500,3582,1
14400,70000,Married,Univ,Female,46,0,0,390,390,390,780,1
14401,130000,Married,GradSch,Female,47,1,2,119432,116014,0,5000,1
14402,1.00E+05,Single,Univ,Female,41,0,0,10928,8400,6151,4110,1
14403,90000,Married,Univ,Female,48,3,2,11698,13189,2000,2000,1
14404,1.00E+05,Married,Univ,Female,46,2,2,23888,26966,3800,1400,1
14405,110000,Married,Univ,Female,53,2,2,90089,91196,3500,4400,1
14406,140000,Married,Univ,Female,50,2,2,25893,30628,5501,22,1
14407,130000,Single,HighSch,Female,47,0,0,0,0,0,0,1
14408,80000,Single,GradSch,Female,49,0,0,26012,27175,2000,1577,1
14409,1.00E+05,Single,Other,Female,52,2,0,29278,30488,2000,1600,1
14410,140000,Married,Univ,Female,49,2,0,9985,10688,1176,1198,1
14411,1.00E+05,Married,Univ,Female,49,0,0,27970,28004,1456,4140,1
14412,120000,Married,HighSch,Female,51,1,2,4086,3855,0,4000,1
14413,160000,Single,Univ,Female,48,0,0,-38,9465,10446,5002,1
14414,130000,Single,HighSch,Female,45,0,0,39639,-45,0,10296,1
14415,90000,Married,Univ,Female,46,0,0,6192,4784,4790,6462,1
14416,1.00E+05,Single,HighSch,Female,49,3,2,21167,20529,0,4000,1
14417,120000,Single,HighSch,Female,46,2,2,124780,127168,5900,4500,1
14418,120000,Married,Univ,Female,42,0,0,102007,93116,5000,5045,1
14419,120000,Married,GradSch,Female,44,0,0,2921,390,780,6837,1
14420,110000,Single,Univ,Female,49,4,4,31273,30499,0,0,1
14421,80000,Married,HighSch,Female,51,0,0,70178,71312,2900,2766,1
14422,1.00E+05,Single,HighSch,Female,48,2,0,34640,35757,2000,2000,1
14423,150000,Single,Univ,Female,47,0,0,2812,3826,1222,1147,1
14424,90000,Single,Univ,Female,51,0,0,326,3756,3756,652,1
14425,110000,Married,GradSch,Female,48,0,0,0,0,0,0,1
14426,70000,Single,HighSch,Female,44,0,0,0,0,0,0,1
14427,150000,Single,HighSch,Female,48,1,0,-2113,-2113,0,0,1
14428,1.00E+05,Married,GradSch,Female,51,2,2,19178,20088,1500,0,1
14429,80000,Married,Univ,Female,51,0,0,43045,43024,1301,5098,1
14430,110000,Married,GradSch,Female,49,2,0,30755,31757,1815,1866,1
14431,90000,Married,GradSch,Female,40,0,0,41803,73882,33882,4000,1
14432,160000,Married,GradSch,Female,45,2,2,13836,14805,1500,1595,1
14433,130000,Married,GradSch,Female,50,1,2,15043,14509,0,5166,1
14434,1.00E+05,Single,Univ,Female,45,2,0,19671,20650,1700,0,1
14435,90000,Married,Univ,Female,49,1,2,57816,62139,5900,0,1
14436,110000,Married,GradSch,Female,45,0,0,21173,22513,2000,2000,1
14437,130000,Married,Univ,Female,51,0,0,3223,3176,1220,0,1
14438,1.00E+05,Single,Univ,Female,42,0,0,43885,45408,2408,2025,1
14439,80000,Single,Univ,Female,48,0,0,2638,1526,1526,2276,1
14440,120000,Married,Univ,Female,53,0,0,46239,47469,2000,4500,1
14441,70000,Married,Univ,Female,46,1,2,167970,161852,0,8000,1
14442,120000,Married,HighSch,Female,40,0,0,312,2984,3186,1786,1
14443,110000,Married,HighSch,Female,47,0,0,0,0,0,0,1
14444,110000,Married,Univ,Female,48,0,0,188,971,971,2871,1
14445,110000,Married,Univ,Female,52,1,0,0,0,0,0,1
14446,90000,Single,Univ,Female,41,0,0,333,333,333,5043,1
14447,110000,Single,HighSch,Female,44,2,2,9220,14050,5000,0,1
14448,110000,Married,HighSch,Female,48,1,0,0,0,0,0,1
14449,110000,Married,Univ,Female,47,0,0,27922,25214,2000,2000,1
14450,90000,Married,Univ,Female,49,1,2,31230,31348,2007,8,1
14451,130000,Married,Univ,Female,45,2,2,13286,15548,2800,0,1
14452,90000,Married,Univ,Female,48,0,0,7780,7365,2228,0,1
14453,1.00E+05,Married,GradSch,Female,50,2,2,506515,491801,0,1803,1
14454,150000,Single,HighSch,Female,51,2,2,130304,140191,13600,6000,1
14455,130000,Married,HighSch,Female,48,0,0,941,911,920,9752,1
14456,1.00E+05,Single,HighSch,Female,46,0,0,0,0,0,0,1
14457,110000,Married,Univ,Female,46,1,0,0,0,0,0,1
14458,90000,Married,Univ,Female,44,0,0,77758,80468,4000,4000,1
14459,80000,Married,Univ,Female,43,2,2,23785,20946,0,3500,1
14460,1.00E+05,Married,Univ,Female,51,0,0,77856,76079,3670,4520,1
14461,90000,Single,HighSch,Female,49,2,2,19930,19316,0,1646,1
14462,110000,Married,Univ,Female,55,0,0,31955,30429,1800,1388,1
14463,160000,Married,Univ,Female,43,0,0,21026,35588,15000,3000,1
14464,90000,Married,Univ,Female,46,3,3,415735,400246,0,0,1
14465,130000,Married,GradSch,Female,49,2,0,26627,27631,1452,2000,1
14466,90000,Married,Univ,Female,46,1,0,0,0,0,0,1
14467,80000,Single,Univ,Female,51,2,0,81228,76590,3400,2800,1
14468,1.00E+05,Single,HighSch,Female,51,0,0,11358,17580,7079,7000,1
14469,130000,Married,Univ,Female,45,0,0,2000,2000,2000,2000,1
14470,70000,Married,Univ,Female,45,2,2,15361,18274,3175,0,1
14471,110000,Single,HighSch,Female,53,0,0,3251,4342,4347,2557,1
14472,150000,Married,GradSch,Female,43,0,0,316,316,316,316,1
14473,120000,Married,Univ,Female,47,0,0,10950,5662,1097,1232,1
14474,110000,Married,Univ,Female,45,0,0,1330,950,950,1330,1
14475,1.00E+05,Married,Univ,Female,46,1,2,53916,52462,0,4327,1
14476,140000,Single,HighSch,Female,43,0,0,308105,303679,13088,9834,1
14477,110000,Married,Univ,Female,49,2,2,14408,15370,1500,1500,1
14478,1.00E+05,Married,Univ,Female,49,2,2,282880,289358,12700,13000,1
14479,80000,Married,Univ,Female,52,0,0,2500,0,0,0,1
14480,130000,Single,HighSch,Female,48,2,2,172933,184761,19028,0,1
14481,130000,Married,Univ,Female,48,2,0,47993,49051,2010,1904,1
14482,110000,Married,HighSch,Female,55,0,0,27695,15372,10000,25919,1
14483,130000,Married,GradSch,Female,51,2,0,1273,79108,79113,255005,1
14484,120000,Married,GradSch,Female,48,2,0,48297,50487,3000,2400,1
14485,90000,Single,HighSch,Female,51,1,2,17992,17405,0,1500,1
14486,120000,Married,HighSch,Female,43,0,0,199851,190551,7000,7791,1
14487,140000,Married,Univ,Female,51,2,2,115166,122519,10800,4000,1
14488,130000,Married,GradSch,Female,52,0,2,2364,1095,0,2190,1
14489,120000,Married,Univ,Female,51,1,2,23250,22578,0,1397,1
14490,1.00E+05,Other,GradSch,Female,45,0,0,18126,20771,3599,1200,1
14491,1.00E+05,Married,GradSch,Female,48,0,2,780,390,0,390,1
14492,80000,Married,GradSch,Female,51,0,0,25505,14696,1000,2278,1
14493,140000,Married,HighSch,Female,43,0,0,10379,11200,1000,3560,1
14494,110000,Married,Univ,Female,45,2,2,31207,30399,0,2000,1
14495,1.00E+05,Married,Univ,Female,49,0,0,64049,66079,3700,3100,1
14496,90000,Married,Univ,Female,45,2,2,63700,65069,3000,3000,1
14497,130000,Married,GradSch,Female,57,1,2,49621,46863,0,2010,1
14498,110000,Married,Univ,Female,47,0,0,6666,6666,6666,0,1
14499,1.00E+05,Single,Univ,Female,46,1,3,24171,23498,0,1400,1
14500,60000,Single,HighSch,Female,49,3,3,4695,4488,0,0,1
14501,180000,Single,Univ,Female,49,0,0,97288,98068,4400,4500,1
14502,190000,Married,Univ,Female,49,2,3,64350,63192,5000,0,1
14503,130000,Single,Univ,Female,53,0,2,6483,6233,0,1283,1
14504,220000,Single,Univ,Female,46,0,0,437,0,0,437,1
14505,190000,Married,Univ,Female,49,1,2,10774,11596,1300,0,1
14506,170000,Married,Univ,Female,48,2,0,15552,16560,1575,1293,1
14507,140000,Married,Univ,Female,50,0,2,246,246,123,0,1
14508,190000,Married,GradSch,Female,54,0,0,5965,6978,1120,1293,1
14509,160000,Married,GradSch,Female,54,2,2,21368,22194,1500,1400,1
14510,250000,Single,Univ,Female,45,1,2,47071,40218,148,3115,1
14511,180000,Single,Univ,Female,52,0,0,134797,138269,5600,8000,1
14512,210000,Married,GradSch,Female,49,0,0,48489,49495,1813,2184,1
14513,2.00E+05,Married,Univ,Female,47,0,0,15623,18370,3009,1500,1
14514,210000,Married,GradSch,Female,46,0,2,1838,1651,0,179,1
14515,150000,Single,HighSch,Female,50,0,0,0,0,0,2500,1
14516,250000,Married,GradSch,Female,52,3,2,94471,92058,0,8806,1
14517,240000,Single,Univ,Female,47,2,0,19946,18694,1593,1340,1
14518,140000,Married,GradSch,Female,52,0,0,21969,23306,1706,5251,1
14519,180000,Married,Univ,Female,49,0,2,2893,2881,1436,0,1
14520,220000,Married,Univ,Female,52,3,3,10145,9836,0,1000,1
14521,180000,Single,Univ,Female,46,1,2,81606,154026,0,7600,1
14522,160000,Single,HighSch,Female,48,2,2,110581,104687,0,10800,1
14523,2.00E+05,Married,HighSch,Female,47,1,0,0,601,601,0,1
14524,2.00E+05,Married,HighSch,Female,50,1,0,0,0,0,0,1
14525,190000,Married,Univ,Female,42,1,2,73688,70254,0,2800,1
14526,150000,Single,Univ,Female,47,1,2,51176,48900,0,2200,1
14527,190000,Married,GradSch,Female,51,0,0,2472,8160,8160,4549,1
14528,160000,Married,Univ,Female,51,0,0,37539,38132,2000,4000,1
14529,2.00E+05,Single,Univ,Female,47,0,0,9738,10749,1177,1201,1
14530,210000,Married,HighSch,Female,45,0,0,13963,15227,1500,3000,1
14531,160000,Married,Univ,Female,53,1,2,9990,4647,0,1399,1
14532,180000,Single,HighSch,Female,48,2,2,73250,71473,0,3572,1
14533,160000,Married,Univ,Female,47,2,0,348559,354506,13000,14600,1
14534,140000,Married,Univ,Female,52,2,2,91534,88637,0,4458,1
14535,190000,Single,Univ,Female,48,0,0,1068,0,0,100,1
14536,170000,Single,Univ,Female,51,0,0,29480,30394,1431,1579,1
14537,130000,Married,HighSch,Female,51,0,0,4025,2820,2820,3094,1
14538,260000,Single,Univ,Female,48,0,0,98531,99593,3577,3680,1
14539,140000,Single,HighSch,Female,49,0,2,652,326,0,326,1
14540,90000,Married,GradSch,Female,47,0,0,40285,40024,1658,1601,1
14541,190000,Single,GradSch,Female,47,0,0,46468,50669,5000,0,1
14542,170000,Married,HighSch,Female,52,1,0,0,0,0,181,1
14543,2.00E+05,Married,Univ,Female,48,1,2,4426,2735,0,0,1
14544,110000,Married,HighSch,Female,47,3,2,5000,5000,0,0,1
14545,2.00E+05,Single,GradSch,Female,46,0,0,65349,61322,2300,2507,1
14546,150000,Single,HighSch,Female,48,2,0,34218,35539,1893,3600,1
14547,190000,Married,Univ,Female,48,0,0,59462,60866,3000,2570,1
14548,170000,Married,HighSch,Female,46,0,0,4009,1689,1689,12373,1
14549,170000,Married,HighSch,Female,49,0,0,6348,0,0,967,1
14550,190000,Married,Univ,Female,49,0,0,201223,214479,17580,0,1
14551,2.00E+05,Single,Univ,Female,49,0,0,2429,3878,1500,1300,1
14552,170000,Single,HighSch,Female,49,0,0,39317,28491,1808,1657,1
14553,160000,Married,HighSch,Female,48,1,0,0,0,0,0,1
14554,160000,Single,HighSch,Female,45,0,0,-18,-18,18,0,1
14555,190000,Married,HighSch,Female,49,0,0,388357,390101,14193,14740,1
14556,2.00E+05,Married,HighSch,Female,49,0,0,2980,2817,2817,0,1
14557,180000,Single,HighSch,Female,44,1,2,4741,4534,0,2000,1
14558,190000,Married,HighSch,Female,50,0,0,3664,5770,5770,10420,1
14559,2.00E+05,Married,HighSch,Female,49,0,0,6154,0,0,0,1
14560,2.00E+05,Married,Univ,Female,45,2,3,51016,51081,1200,2100,1
14561,180000,Married,Univ,Female,44,0,0,18172,19559,2000,1500,1
14562,180000,Married,GradSch,Female,48,0,0,25689,26455,1500,1500,1
14563,120000,Single,HighSch,Female,46,0,0,637,0,0,0,1
14564,180000,Married,Univ,Female,44,0,0,25102,27906,3550,0,1
14565,180000,Married,Univ,Female,47,0,0,130668,121100,5900,5800,1
14566,140000,Single,Univ,Female,47,0,0,117464,81625,2962,2986,1
14567,180000,Married,Univ,Female,44,0,0,150345,145797,5300,6840,1
14568,210000,Married,HighSch,Female,50,2,2,141321,141836,4300,1003,1
14569,180000,Single,GradSch,Female,47,0,0,44590,45846,2000,2000,1
14570,120000,Married,Univ,Female,45,1,2,8917,8625,0,3000,1
14571,130000,Married,Univ,Female,45,3,3,24225,24046,500,1200,1
14572,110000,Single,Univ,Female,44,2,2,50817,50523,2000,2500,1
14573,210000,Married,Univ,Female,46,1,0,0,0,0,0,1
14574,190000,Married,Univ,Female,52,0,0,-150,-150,0,0,1
14575,190000,Married,HighSch,Female,55,1,0,0,0,0,1471,1
14576,180000,Single,Univ,Female,49,4,4,20235,19635,0,0,1
14577,180000,Married,HighSch,Female,47,0,0,2779,6375,6428,1086,1
14578,190000,Married,Univ,Female,50,1,0,0,4051,4051,1245,1
14579,160000,Single,Univ,Female,48,0,0,20693,22033,2000,2400,1
14580,220000,Single,HighSch,Female,48,0,0,7921,9268,9268,3953,1
14581,120000,Single,HighSch,Female,46,2,0,62049,64315,4000,3000,1
14582,230000,Married,Univ,Female,39,0,0,170133,168945,7620,6200,1
14583,180000,Married,Univ,Female,50,2,0,60199,60742,2800,2600,1
14584,130000,Married,GradSch,Female,50,0,0,5141,3455,3754,6906,1
14585,260000,Married,Univ,Female,46,2,2,7033,10431,3700,0,1
14586,160000,Single,HighSch,Female,47,1,2,13687,14007,1600,1500,1
14587,210000,Married,Univ,Female,48,0,0,13779,14788,1245,1272,1
14588,210000,Married,HighSch,Female,47,0,0,390,11223,11223,15262,1
14589,120000,Single,GradSch,Female,54,2,0,42795,43787,2007,2046,1
14590,140000,Married,GradSch,Female,45,0,0,0,0,0,0,1
14591,170000,Single,Univ,Female,49,0,0,390,390,390,390,1
14592,2.00E+05,Married,HighSch,Female,52,3,2,2400,2400,0,0,1
14593,2.00E+05,Married,HighSch,Female,46,0,0,6259,2937,2962,10457,1
14594,160000,Married,GradSch,Female,53,2,2,8287,10978,3000,700,1
14595,190000,Married,Univ,Female,51,2,2,90128,92367,4500,4100,1
14596,190000,Married,GradSch,Female,48,0,0,50990,49123,2100,2500,1
14597,150000,Married,HighSch,Female,51,0,0,-1,262,263,331,1
14598,150000,Married,Univ,Female,50,2,2,21993,22634,1300,1082,1
14599,190000,Married,HighSch,Female,47,2,2,38483,39511,1960,2000,1
14600,210000,Married,Univ,Female,49,0,0,0,0,0,1350,1
14601,180000,Married,HighSch,Female,49,0,0,-3,-3,0,0,1
14602,230000,Married,GradSch,Female,48,1,2,9979,9371,0,10000,1
14603,180000,Married,Univ,Female,48,0,0,10232,11564,1510,3042,1
14604,190000,Married,HighSch,Female,50,0,0,836,836,836,836,1
14605,210000,Married,GradSch,Female,52,0,2,4924,4305,0,1087,1
14606,180000,Married,Univ,Female,48,2,0,48367,49358,1796,1834,1
14607,210000,Single,GradSch,Female,48,1,0,0,0,0,0,1
14608,2.00E+05,Married,GradSch,Female,46,3,2,86228,85437,1500,7500,1
14609,240000,Married,Univ,Female,49,0,0,30048,31049,1805,1900,1
14610,180000,Married,Univ,Female,46,3,2,52659,51213,4,2346,1
14611,150000,Married,GradSch,Female,49,0,0,390,390,390,390,1
14612,190000,Married,Univ,Female,49,1,0,0,0,0,0,1
14613,210000,Married,GradSch,Male,47,0,0,500,2000,2000,1354,1
14614,210000,Single,Univ,Male,48,1,2,17336,17751,1000,1003,1
14615,170000,Single,Univ,Male,45,3,2,16132,16562,1000,3000,1
14616,170000,Married,HighSch,Male,49,0,0,5992,0,0,1400,1
14617,220000,Married,HighSch,Male,46,0,0,99516,87274,10184,20000,1
14618,2.00E+05,Married,HighSch,Male,47,2,0,81970,78754,3000,3139,1
14619,140000,Single,Univ,Male,49,1,2,9422,10106,1000,4211,1
14620,190000,Single,Univ,Male,46,2,0,49301,50660,2500,2142,1
14621,180000,Single,Univ,Male,45,1,2,11113,14110,3500,0,1
14622,2.00E+05,Married,Univ,Male,43,0,0,9156,0,0,0,1
14623,160000,Single,HighSch,Male,51,0,0,11306,6657,1069,1240,1
14624,160000,Single,GradSch,Male,50,0,0,8038,9060,1161,2701,1
14625,2.00E+05,Single,Univ,Male,52,1,2,7019,6760,0,2400,1
14626,160000,Single,Univ,Male,44,2,0,8999,9042,1400,1305,1
14627,270000,Married,GradSch,Male,50,0,0,43087,44468,2100,3260,1
14628,150000,Single,Univ,Male,49,1,2,5570,7327,2000,0,1
14629,210000,Single,GradSch,Male,46,3,2,92154,87700,0,2200,1
14630,2.00E+05,Single,HighSch,Male,51,0,2,780,390,0,390,1
14631,190000,Single,Univ,Male,47,2,2,16771,19403,2919,0,1
14632,140000,Single,Univ,Male,50,3,3,11859,11385,0,0,1
14633,220000,Single,GradSch,Male,45,2,0,11179,12188,1504,1220,1
14634,190000,Married,HighSch,Male,51,2,2,177998,174350,14600,7000,1
14635,150000,Single,GradSch,Male,47,3,2,150,150,0,0,1
14636,130000,Single,Univ,Male,47,0,0,5212,6462,1500,1500,1
14637,160000,Single,HighSch,Male,51,2,2,8837,7554,0,1500,1
14638,170000,Single,Univ,Male,46,3,2,26061,25349,0,3200,1
14639,110000,Single,Univ,Male,48,1,2,178541,174189,0,11900,1
14640,180000,Single,Univ,Male,48,1,2,31392,32976,2400,2000,1
14641,170000,Single,GradSch,Male,49,1,3,25179,24496,0,0,1
14642,2.00E+05,Single,Univ,Male,48,0,0,164408,153323,5700,7400,1
14643,250000,Single,Univ,Male,40,0,0,30928,32186,2500,2000,1
14644,150000,Single,HighSch,Male,50,2,2,164576,160500,0,14000,1
14645,180000,Married,GradSch,Male,45,1,2,71104,72737,3400,3000,1
14646,160000,Single,Univ,Male,50,0,0,156411,143042,7100,5500,1
14647,210000,Single,HighSch,Male,52,1,0,0,582,582,0,1
14648,2.00E+05,Single,Univ,Male,50,2,0,14091,14752,1200,3972,1
14649,220000,Single,GradSch,Male,49,0,0,64494,69272,5916,0,1
14650,170000,Single,HighSch,Male,43,0,0,117303,15504,1256,1500,1
14651,2.00E+05,Married,Univ,Male,44,1,0,0,0,0,0,1
14652,2.00E+05,Single,HighSch,Male,47,2,2,114127,110826,0,6000,1
14653,140000,Single,Univ,Male,47,2,2,119424,116014,0,19500,1
14654,230000,Single,Univ,Male,45,1,2,6962,7898,1200,0,1
14655,170000,Single,Univ,Male,44,2,0,138421,137456,5000,6003,1
14656,170000,Single,Univ,Male,52,0,0,45622,47061,2500,2500,1
14657,130000,Single,GradSch,Male,44,0,0,13384,14153,1300,1500,1
14658,120000,Single,HighSch,Male,50,2,0,10181,11058,2500,2000,1
14659,210000,Single,Univ,Male,45,1,2,127399,124835,0,5000,1
14660,170000,Single,Univ,Male,47,2,2,35932,35060,0,4000,1
14661,180000,Single,Univ,Male,50,2,2,91562,67878,0,6500,1
14662,220000,Single,Univ,Male,50,1,2,3997,2522,0,261,1
14663,130000,Single,Univ,Male,46,2,2,43063,41932,0,1600,1
14664,210000,Single,HighSch,Male,49,0,0,27179,27878,1454,1484,1
14665,110000,Married,GradSch,Male,45,2,3,10449,10135,0,2100,1
14666,140000,Single,Univ,Male,50,2,0,9928,11446,2000,2200,1
14667,190000,Single,Univ,Male,47,2,2,17429,16849,0,1202,1
14668,210000,Single,GradSch,Male,48,0,0,22634,23638,1385,1440,1
14669,190000,Married,Univ,Male,48,0,0,41266,50669,27004,1613,1
14670,120000,Married,Univ,Male,47,2,2,110419,112518,5400,5000,1
14671,2.00E+05,Married,GradSch,Male,54,0,0,70011,67411,15000,3068,1
14672,190000,Single,Univ,Male,48,0,0,167390,123981,6000,5000,1
14673,210000,Single,HighSch,Male,47,0,0,0,300,300,740,1
14674,170000,Single,HighSch,Male,53,1,2,182499,184632,6600,0,1
14675,140000,Single,HighSch,Male,43,0,0,277140,272579,10000,13012,1
14676,180000,Married,Univ,Male,56,4,3,49926,48840,0,0,1
14677,140000,Married,GradSch,Male,51,0,0,158798,163164,6000,7000,1
14678,170000,Single,Univ,Male,42,0,0,50240,50149,6000,8000,1
14679,190000,Single,Univ,Male,46,0,0,18044,390,390,20718,1
14680,170000,Married,HighSch,Male,46,0,0,163553,192724,32000,0,1
14681,260000,Married,HighSch,Male,51,0,2,390,390,0,955,1
14682,220000,Married,GradSch,Male,47,1,2,14655,15688,1600,0,1
14683,150000,Married,Univ,Male,46,1,2,25147,28747,4311,0,1
14684,180000,Married,Univ,Male,48,4,4,10846,10533,0,0,1
14685,2.00E+05,Single,Univ,Male,45,0,0,49024,48778,1813,2079,1
14686,180000,Married,Univ,Male,44,0,0,155842,158665,6139,4026,1
14687,180000,Married,Univ,Male,51,0,0,3769,4782,1239,1254,1
14688,180000,Single,GradSch,Male,54,0,0,576,3100,4009,4011,1
14689,160000,Other,GradSch,Male,48,1,4,11027,10710,0,0,1
14690,130000,Single,Univ,Male,52,1,2,343248,334394,5,14005,1
14691,2.00E+05,Married,Univ,Male,54,1,2,46138,44832,0,4000,1
14692,180000,Single,HighSch,Male,47,1,2,38228,37318,0,1649,1
14693,150000,Single,Univ,Male,46,0,0,146785,92750,3300,3114,1
14694,170000,Single,Univ,Male,51,0,0,34904,37007,3000,6000,1
14695,160000,Single,Univ,Male,48,0,0,6855,11392,5000,5000,1
14696,190000,Single,GradSch,Male,47,3,2,11358,10884,0,2716,1
14697,190000,Other,GradSch,Male,45,0,0,53256,53695,1923,2597,1
14698,250000,Married,Univ,Male,51,0,0,54268,52500,2425,2888,1
14699,170000,Single,GradSch,Male,54,1,2,17629,17053,0,1325,1
14700,150000,Single,Univ,Male,45,2,2,35488,36606,2000,1800,1
14701,150000,Married,Univ,Male,41,2,2,208012,199367,0,8756,1
14702,2.00E+05,Single,Univ,Male,42,3,3,26129,25422,0,0,1
14703,150000,Married,Univ,Male,41,2,2,127370,117487,0,6000,1
14704,140000,Single,Univ,Male,47,1,2,53916,55036,2600,2500,1
14705,2.00E+05,Single,GradSch,Male,47,0,0,55297,56677,2300,2200,1
14706,120000,Single,Univ,Male,52,0,0,49485,52108,3458,6300,1
14707,2.00E+05,Married,Univ,Male,48,0,0,6436,6398,3012,2000,1
14708,2.00E+05,Married,Univ,Male,53,1,2,54297,52837,0,5200,1
14709,160000,Single,Univ,Male,48,3,2,2400,2400,0,0,1
14710,130000,Single,GradSch,Male,51,2,2,258442,263195,10350,11000,1
14711,180000,Married,Univ,Male,48,0,0,27130,32932,6300,0,1
14712,180000,Married,Univ,Male,49,1,4,32141,31350,0,0,1
14713,160000,Single,Univ,Male,50,1,3,25907,25209,0,0,1
14714,180000,Married,Univ,Male,46,2,0,1473,2423,2423,0,1
14715,180000,Married,Univ,Male,49,0,0,390,3182,3182,780,1
14716,190000,Married,HighSch,Male,48,0,0,26773,700,700,46727,1
14717,2.00E+05,Single,Univ,Male,46,0,0,47060,48117,2154,2588,1
14718,190000,Married,GradSch,Male,44,0,0,18987,19909,1258,1282,1
14719,180000,Married,GradSch,Male,49,0,0,13370,16326,3200,2200,1
14720,170000,Married,Univ,Male,44,2,2,27324,30108,3573,3206,1
14721,250000,Single,Univ,Male,47,1,2,16456,17382,1500,0,1
14722,210000,Single,Univ,Male,55,0,0,15070,16384,1568,1597,1
14723,130000,Married,Univ,Male,49,0,0,17483,18552,1363,1256,1
14724,170000,Married,Univ,Male,52,0,0,2984,3353,3369,8379,1
14725,240000,Single,GradSch,Male,49,2,2,44951,45906,2000,2000,1
14726,190000,Married,HighSch,Male,48,0,0,500,1000,1000,1000,1
14727,150000,Single,HighSch,Male,48,2,3,32355,31549,0,0,1
14728,210000,Single,GradSch,Male,50,2,2,16509,19116,2906,0,1
14729,160000,Single,Univ,Male,47,0,0,396,396,396,396,1
14730,170000,Married,Univ,Male,48,2,0,58395,59559,2134,3043,1
14731,2.00E+05,Single,Univ,Male,47,1,2,121988,90063,0,1600,1
14732,2.00E+05,Married,Univ,Male,47,2,2,84196,74621,2300,2000,1
14733,180000,Married,HighSch,Male,48,2,0,21962,23592,2000,2500,1
14734,130000,Married,Univ,Male,46,0,0,0,0,0,0,1
14735,160000,Married,Univ,Male,51,0,0,15054,15104,1551,1265,1
14736,170000,Single,Univ,Male,50,0,0,6221,3571,1000,4337,1
14737,2.00E+05,Single,Univ,Male,45,0,0,59236,53689,2000,2124,1
14738,2.00E+05,Married,Univ,Male,51,0,0,34171,34939,1639,3683,1
14739,170000,Single,HighSch,Male,51,2,2,2500,0,0,0,1
14740,220000,Single,Univ,Male,44,1,2,11063,10594,0,1600,1
14741,180000,Married,Univ,Male,50,0,0,16480,21770,15067,11572,1
